Aula complementar,Bimestre,CH Teórica/Prática,Competência técnica,Competências socioemocionais,Nome do componente,Código do componente,Componente de 3 ou 4 aulas semanais?,Unidade curricular,Código unidade curricular,Semana,Tema da semana,Título da aula,Habilidades técnicas,Habildades socioemocionais,Objetivo da aula,Objeto de conhecimento 
,3,p,"Análise e melhoria de processos; Capacidade para apoiar o Planejamento Estratégico de Produção que alinhe as metas de produção com os recursos disponíveis, buscando a eficiência operacional; Apoio na gestão da Cadeia de Suprimentos desde a aquisição de matérias-primas até a entrega do produto final, incluindo logística e distribuição; Habilidade em identificar, avaliar e mitigar riscos potenciais associados a operações e projetos, aplicando metodologias para prever incertezas e desenvolver estratégias de resposta.","Cooperação - Viver em harmonia com os outros e valorizar a interconexão entre todas as pessoas;
Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Tolerância ao estresse - Ter eficácia na modulação da ansiedade e capacidade de resolver problemas com calma;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo.",Gestão de Operações,C3,4,Planejamento e Gestão do Estoque,U6,15,Métodos de Gestão de Estoque,Aula 1: Prática de layout de estoque,Compreender as formas de organização de estoque.,Agir de forma organizada. ,Aplicar conceitos de organização do fluxo de processos de suprimentos e produtos  na definição de layout de operações.,1. Elaborar proposta de layout de estoque para uma pizzaria delivery
,3,p,"Análise e melhoria de processos; Capacidade para apoiar o Planejamento Estratégico de Produção que alinhe as metas de produção com os recursos disponíveis, buscando a eficiência operacional; Apoio na gestão da Cadeia de Suprimentos desde a aquisição de matérias-primas até a entrega do produto final, incluindo logística e distribuição; Habilidade em identificar, avaliar e mitigar riscos potenciais associados a operações e projetos, aplicando metodologias para prever incertezas e desenvolver estratégias de resposta.","Cooperação - Viver em harmonia com os outros e valorizar a interconexão entre todas as pessoas;
Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Tolerância ao estresse - Ter eficácia na modulação da ansiedade e capacidade de resolver problemas com calma;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo.",Gestão de Operações,C3,4,Planejamento e Gestão do Estoque,U6,15,Métodos de Gestão de Estoque,Aula 2: Prática de organização de estoque,Compreender as formas de organização de estoque.,Agir de forma organizada. ,"Praticar a organização do estoque físico, classificar os diferentes tipos de item estocável em operações e propor forma de armazenamento. ","2. Identificar, classificar os tipos de item de estoque e propor formas de armazenamento com base nas suas necessidades de conservação e no fluxo de processo "
,3,p,"Análise e melhoria de processos; Capacidade para apoiar o Planejamento Estratégico de Produção que alinhe as metas de produção com os recursos disponíveis, buscando a eficiência operacional; Apoio na gestão da Cadeia de Suprimentos desde a aquisição de matérias-primas até a entrega do produto final, incluindo logística e distribuição; Habilidade em identificar, avaliar e mitigar riscos potenciais associados a operações e projetos, aplicando metodologias para prever incertezas e desenvolver estratégias de resposta.","Cooperação - Viver em harmonia com os outros e valorizar a interconexão entre todas as pessoas;
Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Tolerância ao estresse - Ter eficácia na modulação da ansiedade e capacidade de resolver problemas com calma;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo.",Gestão de Operações,C3,4,Planejamento e Gestão do Estoque,U6,15,Métodos de Gestão de Estoque,Aula 3: Prática de curva ABC,Compreender as formas de organização de estoque.,Agir de forma organizada. ,Elaborar curva ABC e classificar itens de estoque de uma pequena empresa.,3. Elaborar classificação de itens de estoque através do uso do método de Pareto com base em critérios de quantidade e valor
,3,p,"Análise e melhoria de processos; Capacidade para apoiar o Planejamento Estratégico de Produção que alinhe as metas de produção com os recursos disponíveis, buscando a eficiência operacional; Apoio na gestão da Cadeia de Suprimentos desde a aquisição de matérias-primas até a entrega do produto final, incluindo logística e distribuição; Habilidade em identificar, avaliar e mitigar riscos potenciais associados a operações e projetos, aplicando metodologias para prever incertezas e desenvolver estratégias de resposta.","Cooperação - Viver em harmonia com os outros e valorizar a interconexão entre todas as pessoas;
Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Tolerância ao estresse - Ter eficácia na modulação da ansiedade e capacidade de resolver problemas com calma;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo.",Gestão de Operações,C3,4,Planejamento e Gestão do Estoque,U6,15,Métodos de Gestão de Estoque,Aula 4: Prática de codificação de itens,Compreender as formas de organização de estoque.,Agir de forma organizada. ,Praticar formas de codificação inteligente para itens de estoque em processo.,4. Criar proposta de codificação de produtos em processo  que permita rastreabilidade 
,3,T,"Análise e melhoria de processos; Capacidade para apoiar o Planejamento Estratégico de Produção que alinhe as metas de produção com os recursos disponíveis, buscando a eficiência operacional; Apoio na gestão da Cadeia de Suprimentos desde a aquisição de matérias-primas até a entrega do produto final, incluindo logística e distribuição; Habilidade em identificar, avaliar e mitigar riscos potenciais associados a operações e projetos, aplicando metodologias para prever incertezas e desenvolver estratégias de resposta.","Cooperação - Viver em harmonia com os outros e valorizar a interconexão entre todas as pessoas;
Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Tolerância ao estresse - Ter eficácia na modulação da ansiedade e capacidade de resolver problemas com calma;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo.",Gestão de Operações,C3,4,Gestão de Processos e Qualidade,U7,16,Gestão da Qualidade,Aula 1: O que é qualidade?,Compreender a importância de tratar as não conformidades de processos e produtos. ,Buscar por melhoria de desempenho.,Entender a importância da qualidade em bens e serviços.,1. Definição de qualidade
,3,T,"Análise e melhoria de processos; Capacidade para apoiar o Planejamento Estratégico de Produção que alinhe as metas de produção com os recursos disponíveis, buscando a eficiência operacional; Apoio na gestão da Cadeia de Suprimentos desde a aquisição de matérias-primas até a entrega do produto final, incluindo logística e distribuição; Habilidade em identificar, avaliar e mitigar riscos potenciais associados a operações e projetos, aplicando metodologias para prever incertezas e desenvolver estratégias de resposta.","Cooperação - Viver em harmonia com os outros e valorizar a interconexão entre todas as pessoas;
Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Tolerância ao estresse - Ter eficácia na modulação da ansiedade e capacidade de resolver problemas com calma;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo.",Gestão de Operações,C3,4,Gestão de Processos e Qualidade,U7,16,Gestão da Qualidade,Aula 2: Melhoria contínua,Compreender a importância de tratar as não conformidades de processos e produtos. ,Buscar por melhoria de desempenho.,Compreender a importância da melhoria contínua aplicada a processos e produtos.,2. PDCA
,3,T,"Análise e melhoria de processos; Capacidade para apoiar o Planejamento Estratégico de Produção que alinhe as metas de produção com os recursos disponíveis, buscando a eficiência operacional; Apoio na gestão da Cadeia de Suprimentos desde a aquisição de matérias-primas até a entrega do produto final, incluindo logística e distribuição; Habilidade em identificar, avaliar e mitigar riscos potenciais associados a operações e projetos, aplicando metodologias para prever incertezas e desenvolver estratégias de resposta.","Cooperação - Viver em harmonia com os outros e valorizar a interconexão entre todas as pessoas;
Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Tolerância ao estresse - Ter eficácia na modulação da ansiedade e capacidade de resolver problemas com calma;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo.",Gestão de Operações,C3,4,Gestão de Processos e Qualidade,U7,16,Gestão da Qualidade,Aula 3: Gestão da rotina,Compreender a importância de tratar as não conformidades de processos e produtos. ,Buscar por melhoria de desempenho. ,Revisitar os elementos de um processo e compreender a importância do uso de padrões.,3. Gestão da rotina
,3,T,"Análise e melhoria de processos; Capacidade para apoiar o Planejamento Estratégico de Produção que alinhe as metas de produção com os recursos disponíveis, buscando a eficiência operacional; Apoio na gestão da Cadeia de Suprimentos desde a aquisição de matérias-primas até a entrega do produto final, incluindo logística e distribuição; Habilidade em identificar, avaliar e mitigar riscos potenciais associados a operações e projetos, aplicando metodologias para prever incertezas e desenvolver estratégias de resposta.","Cooperação - Viver em harmonia com os outros e valorizar a interconexão entre todas as pessoas;
Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Tolerância ao estresse - Ter eficácia na modulação da ansiedade e capacidade de resolver problemas com calma;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo.",Gestão de Operações,C3,4,Gestão de Processos e Qualidade,U7,16,Gestão da Qualidade,Aula 4: Tratativa de não conformidades,Compreender a importância de tratar as não conformidades de processos e produtos. ,Buscar por melhoria de desempenho. ,Relacionar como tratar desvios e não conformidades de processos e produtos.,4. Não Conformidades (NC)
,Recomposição da Aprendizagem,,,,,,,,,,,,,,,
,3,T,"Análise e melhoria de processos; Capacidade para apoiar o Planejamento Estratégico de Produção que alinhe as metas de produção com os recursos disponíveis, buscando a eficiência operacional; Apoio na gestão da Cadeia de Suprimentos desde a aquisição de matérias-primas até a entrega do produto final, incluindo logística e distribuição; Habilidade em identificar, avaliar e mitigar riscos potenciais associados a operações e projetos, aplicando metodologias para prever incertezas e desenvolver estratégias de resposta.","Cooperação - Viver em harmonia com os outros e valorizar a interconexão entre todas as pessoas;
Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Tolerância ao estresse - Ter eficácia na modulação da ansiedade e capacidade de resolver problemas com calma;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo.",Gestão de Operações,C3,4,Gestão de Processos e Qualidade,U7,17,Métodos da Qualidade,Aula 1:  Os 5s,Compreender a necessidade de priorizar problemas de processos ou de produtos. ,Apresentar senso crítico de análise.,Conhecer método de organização de operações. ,1. Método 5s
,3,T,"Análise e melhoria de processos; Capacidade para apoiar o Planejamento Estratégico de Produção que alinhe as metas de produção com os recursos disponíveis, buscando a eficiência operacional; Apoio na gestão da Cadeia de Suprimentos desde a aquisição de matérias-primas até a entrega do produto final, incluindo logística e distribuição; Habilidade em identificar, avaliar e mitigar riscos potenciais associados a operações e projetos, aplicando metodologias para prever incertezas e desenvolver estratégias de resposta.","Cooperação - Viver em harmonia com os outros e valorizar a interconexão entre todas as pessoas;
Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Tolerância ao estresse - Ter eficácia na modulação da ansiedade e capacidade de resolver problemas com calma;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo.",Gestão de Operações,C3,4,Gestão de Processos e Qualidade,U7,17,Métodos da Qualidade,Aula 2: Identificação de causa raiz,Compreender a necessidade de priorizar problemas de processos ou de produtos. ,Apresentar senso crítico de análise.,Compreender método de identificação de causa raiz de não conformidades.,2. Diagrama causa raiz
,3,T,"Análise e melhoria de processos; Capacidade para apoiar o Planejamento Estratégico de Produção que alinhe as metas de produção com os recursos disponíveis, buscando a eficiência operacional; Apoio na gestão da Cadeia de Suprimentos desde a aquisição de matérias-primas até a entrega do produto final, incluindo logística e distribuição; Habilidade em identificar, avaliar e mitigar riscos potenciais associados a operações e projetos, aplicando metodologias para prever incertezas e desenvolver estratégias de resposta.","Cooperação - Viver em harmonia com os outros e valorizar a interconexão entre todas as pessoas;
Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Tolerância ao estresse - Ter eficácia na modulação da ansiedade e capacidade de resolver problemas com calma;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo.",Gestão de Operações,C3,4,Gestão de Processos e Qualidade,U7,17,Métodos da Qualidade,Aula 3: Checklist ,Compreender a necessidade de priorizar problemas de processos ou de produtos. ,Apresentar senso crítico de análise.,Identificar ferramenta de coleta de dados de processos.,3. Checklist
,3,T,"Análise e melhoria de processos; Capacidade para apoiar o Planejamento Estratégico de Produção que alinhe as metas de produção com os recursos disponíveis, buscando a eficiência operacional; Apoio na gestão da Cadeia de Suprimentos desde a aquisição de matérias-primas até a entrega do produto final, incluindo logística e distribuição; Habilidade em identificar, avaliar e mitigar riscos potenciais associados a operações e projetos, aplicando metodologias para prever incertezas e desenvolver estratégias de resposta.","Cooperação - Viver em harmonia com os outros e valorizar a interconexão entre todas as pessoas;
Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Tolerância ao estresse - Ter eficácia na modulação da ansiedade e capacidade de resolver problemas com calma;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo.",Gestão de Operações,C3,4,Gestão de Processos e Qualidade,U7,17,Métodos da Qualidade,Aula 4:  Priorização de problemas,Compreender a necessidade de priorizar problemas de processos ou de produtos. ,Apresentar senso crítico de análise.,Conhecer ferramentas de priorização de tratativa de não conformidades.,4. Métodos Pareto e GUT
X,3,P,"Análise e melhoria de processos; Capacidade para apoiar o Planejamento Estratégico de Produção que alinhe as metas de produção com os recursos disponíveis, buscando a eficiência operacional; Apoio na gestão da Cadeia de Suprimentos desde a aquisição de matérias-primas até a entrega do produto final, incluindo logística e distribuição; Habilidade em identificar, avaliar e mitigar riscos potenciais associados a operações e projetos, aplicando metodologias para prever incertezas e desenvolver estratégias de resposta.","Cooperação - Viver em harmonia com os outros e valorizar a interconexão entre todas as pessoas;
Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Tolerância ao estresse - Ter eficácia na modulação da ansiedade e capacidade de resolver problemas com calma;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo.",Gestão de Operações,C3,4,Gestão de Processos e Qualidade,U7,18,Métodos da Qualidade,Aula 1: Prática – Checklist,Aplicar técnicas para identificar possíveis causas raízes de problemas de processo ou produto.,Apresentar senso crítico de análise.,Elaborar relatório apresentando organização e classificação de dados de processos.,1. Checklist
X,3,P,"Análise e melhoria de processos; Capacidade para apoiar o Planejamento Estratégico de Produção que alinhe as metas de produção com os recursos disponíveis, buscando a eficiência operacional; Apoio na gestão da Cadeia de Suprimentos desde a aquisição de matérias-primas até a entrega do produto final, incluindo logística e distribuição; Habilidade em identificar, avaliar e mitigar riscos potenciais associados a operações e projetos, aplicando metodologias para prever incertezas e desenvolver estratégias de resposta.","Cooperação - Viver em harmonia com os outros e valorizar a interconexão entre todas as pessoas;
Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Tolerância ao estresse - Ter eficácia na modulação da ansiedade e capacidade de resolver problemas com calma;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo.",Gestão de Operações,C3,4,Gestão de Processos e Qualidade,U7,18,Métodos da Qualidade,Aula 2: Prática – Pareto em processos,Aplicar técnicas para identificar possíveis causas raízes de problemas de processo ou produto.,Apresentar senso crítico de análise.,Praticar métodos de priorização de problemas com base em percepção quantitativa.,2. Método Pareto
X,3,P,"Análise e melhoria de processos; Capacidade para apoiar o Planejamento Estratégico de Produção que alinhe as metas de produção com os recursos disponíveis, buscando a eficiência operacional; Apoio na gestão da Cadeia de Suprimentos desde a aquisição de matérias-primas até a entrega do produto final, incluindo logística e distribuição; Habilidade em identificar, avaliar e mitigar riscos potenciais associados a operações e projetos, aplicando metodologias para prever incertezas e desenvolver estratégias de resposta.","Cooperação - Viver em harmonia com os outros e valorizar a interconexão entre todas as pessoas;
Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Tolerância ao estresse - Ter eficácia na modulação da ansiedade e capacidade de resolver problemas com calma;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo.",Gestão de Operações,C3,4,Gestão de Processos e Qualidade,U7,18,Métodos da Qualidade,Aula 3: Prática GUT,Aplicar técnicas para identificar possíveis causas raízes de problemas de processo ou produto.,Apresentar senso crítico de análise.,Praticar método de priorização de problemas com base em percepção qualitativa.,3. Método GUT
X,3,P,"Análise e melhoria de processos; Capacidade para apoiar o Planejamento Estratégico de Produção que alinhe as metas de produção com os recursos disponíveis, buscando a eficiência operacional; Apoio na gestão da Cadeia de Suprimentos desde a aquisição de matérias-primas até a entrega do produto final, incluindo logística e distribuição; Habilidade em identificar, avaliar e mitigar riscos potenciais associados a operações e projetos, aplicando metodologias para prever incertezas e desenvolver estratégias de resposta.","Cooperação - Viver em harmonia com os outros e valorizar a interconexão entre todas as pessoas;
Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Tolerância ao estresse - Ter eficácia na modulação da ansiedade e capacidade de resolver problemas com calma;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo.",Gestão de Operações,C3,4,Gestão de Processos e Qualidade,U7,18,Métodos da Qualidade,Aula 4: Prática Diagrama Causa Efeito,Aplicar técnicas para identificar possíveis causas raízes de problemas de processo ou produto.,Apresentar senso crítico de análise.,Elaborar diagnóstico identificando possíveis causas raízes utilizando o método Diagrama Causa Efeito e 5 Porquês.,4. Diagrama Causa-raíz
,Recomposição da Aprendizagem,,,,,,,,,,,,,,,
,3,T,"Análise e melhoria de processos; Capacidade para apoiar o Planejamento Estratégico de Produção que alinhe as metas de produção com os recursos disponíveis, buscando a eficiência operacional; Apoio na gestão da Cadeia de Suprimentos desde a aquisição de matérias-primas até a entrega do produto final, incluindo logística e distribuição; Habilidade em identificar, avaliar e mitigar riscos potenciais associados a operações e projetos, aplicando metodologias para prever incertezas e desenvolver estratégias de resposta.","Cooperação - Viver em harmonia com os outros e valorizar a interconexão entre todas as pessoas;
Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Tolerância ao estresse - Ter eficácia na modulação da ansiedade e capacidade de resolver problemas com calma;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo.",Gestão de Operações,C3,4,Gestão de Projetos,U8,19,Conceito e Planejamento de Projetos,Aula 1: Definição de gestão e escopo de projeto,Compreender a importância da gestão de projetos.,Cooperar e valorizar a interconexão entre pessoas.,Entender o que é gestão de projetos.         ,1. Escopo
,3,T,"Análise e melhoria de processos; Capacidade para apoiar o Planejamento Estratégico de Produção que alinhe as metas de produção com os recursos disponíveis, buscando a eficiência operacional; Apoio na gestão da Cadeia de Suprimentos desde a aquisição de matérias-primas até a entrega do produto final, incluindo logística e distribuição; Habilidade em identificar, avaliar e mitigar riscos potenciais associados a operações e projetos, aplicando metodologias para prever incertezas e desenvolver estratégias de resposta.","Cooperação - Viver em harmonia com os outros e valorizar a interconexão entre todas as pessoas;
Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Tolerância ao estresse - Ter eficácia na modulação da ansiedade e capacidade de resolver problemas com calma;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo.",Gestão de Operações,C3,4,Gestão de Projetos,U8,19,Conceito e Planejamento de Projetos,Aula 2: Conceitos e elementos de projetos,Compreender a importância da gestão de projetos.,Cooperar e valorizar a interconexão entre pessoas.,Conhecer conceitos e elementos de gestão de projetos.,2. Elementos de projetos
,3,T,"Análise e melhoria de processos; Capacidade para apoiar o Planejamento Estratégico de Produção que alinhe as metas de produção com os recursos disponíveis, buscando a eficiência operacional; Apoio na gestão da Cadeia de Suprimentos desde a aquisição de matérias-primas até a entrega do produto final, incluindo logística e distribuição; Habilidade em identificar, avaliar e mitigar riscos potenciais associados a operações e projetos, aplicando metodologias para prever incertezas e desenvolver estratégias de resposta.","Cooperação - Viver em harmonia com os outros e valorizar a interconexão entre todas as pessoas;
Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Tolerância ao estresse - Ter eficácia na modulação da ansiedade e capacidade de resolver problemas com calma;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo.",Gestão de Operações,C3,4,Gestão de Projetos,U8,19,Conceito e Planejamento de Projetos,Aula 3: Sequenciamento de atividades,Compreender a importância da gestão de projetos.,Cooperar e valorizar a interconexão entre pessoas.,Identificar técnicas de sequenciamento de tarefas de projeto.,3. Sequenciamento de atividades 
,3,T,"Análise e melhoria de processos; Capacidade para apoiar o Planejamento Estratégico de Produção que alinhe as metas de produção com os recursos disponíveis, buscando a eficiência operacional; Apoio na gestão da Cadeia de Suprimentos desde a aquisição de matérias-primas até a entrega do produto final, incluindo logística e distribuição; Habilidade em identificar, avaliar e mitigar riscos potenciais associados a operações e projetos, aplicando metodologias para prever incertezas e desenvolver estratégias de resposta.","Cooperação - Viver em harmonia com os outros e valorizar a interconexão entre todas as pessoas;
Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Tolerância ao estresse - Ter eficácia na modulação da ansiedade e capacidade de resolver problemas com calma;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo.",Gestão de Operações,C3,4,Gestão de Projetos,U8,19,Conceito e Planejamento de Projetos,Aula 4: Gestão de prazos,Compreender a importância da gestão de projetos.,Cooperar e valorizar a interconexão entre pessoas.,Conhecer ferramentas de gestão de prazos.,4. Controle de prazos
,3,T,"Análise e melhoria de processos; Capacidade para apoiar o Planejamento Estratégico de Produção que alinhe as metas de produção com os recursos disponíveis, buscando a eficiência operacional; Apoio na gestão da Cadeia de Suprimentos desde a aquisição de matérias-primas até a entrega do produto final, incluindo logística e distribuição; Habilidade em identificar, avaliar e mitigar riscos potenciais associados a operações e projetos, aplicando metodologias para prever incertezas e desenvolver estratégias de resposta.","Cooperação - Viver em harmonia com os outros e valorizar a interconexão entre todas as pessoas;
Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Tolerância ao estresse - Ter eficácia na modulação da ansiedade e capacidade de resolver problemas com calma;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo.",Gestão de Operações,C3,4,Gestão de Projetos,U8,20,Execução e Controle de Projetos,Aula 1: Gestão da comunicação,Compreender e ser capaz de relatar eventos que ocorreram durante a execução do projeto.,Cooperar e valorizar a interconexão entre pessoas.,Reconhecer formas de comunicação em gestão de projetos.,1. Gestão da comunicação
,3,T,"Análise e melhoria de processos; Capacidade para apoiar o Planejamento Estratégico de Produção que alinhe as metas de produção com os recursos disponíveis, buscando a eficiência operacional; Apoio na gestão da Cadeia de Suprimentos desde a aquisição de matérias-primas até a entrega do produto final, incluindo logística e distribuição; Habilidade em identificar, avaliar e mitigar riscos potenciais associados a operações e projetos, aplicando metodologias para prever incertezas e desenvolver estratégias de resposta.","Cooperação - Viver em harmonia com os outros e valorizar a interconexão entre todas as pessoas;
Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Tolerância ao estresse - Ter eficácia na modulação da ansiedade e capacidade de resolver problemas com calma;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo.",Gestão de Operações,C3,4,Gestão de Projetos,U8,20,Execução e Controle de Projetos,Aula 2: Gestão de recursos,Compreender e ser capaz de relatar eventos que ocorreram durante a execução do projeto.,Cooperar e valorizar a interconexão entre pessoas.,Compreender a importância de gerenciar recursos do projeto.,2. Gestão de recursos
,3,T,"Análise e melhoria de processos; Capacidade para apoiar o Planejamento Estratégico de Produção que alinhe as metas de produção com os recursos disponíveis, buscando a eficiência operacional; Apoio na gestão da Cadeia de Suprimentos desde a aquisição de matérias-primas até a entrega do produto final, incluindo logística e distribuição; Habilidade em identificar, avaliar e mitigar riscos potenciais associados a operações e projetos, aplicando metodologias para prever incertezas e desenvolver estratégias de resposta.","Cooperação - Viver em harmonia com os outros e valorizar a interconexão entre todas as pessoas;
Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Tolerância ao estresse - Ter eficácia na modulação da ansiedade e capacidade de resolver problemas com calma;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo.",Gestão de Operações,C3,4,Gestão de Projetos,U8,20,Execução e Controle de Projetos,Aula 3: Gestão de custos e qualidade,Compreender e ser capaz de relatar eventos que ocorreram durante a execução do projeto.,Cooperar e valorizar a interconexão entre pessoas.,Compreender a importância do controle de custos e qualidade do projeto.,3. Gestão de custos e qualidade
,3,T,"Análise e melhoria de processos; Capacidade para apoiar o Planejamento Estratégico de Produção que alinhe as metas de produção com os recursos disponíveis, buscando a eficiência operacional; Apoio na gestão da Cadeia de Suprimentos desde a aquisição de matérias-primas até a entrega do produto final, incluindo logística e distribuição; Habilidade em identificar, avaliar e mitigar riscos potenciais associados a operações e projetos, aplicando metodologias para prever incertezas e desenvolver estratégias de resposta.","Cooperação - Viver em harmonia com os outros e valorizar a interconexão entre todas as pessoas;
Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Tolerância ao estresse - Ter eficácia na modulação da ansiedade e capacidade de resolver problemas com calma;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo.",Gestão de Operações,C3,4,Gestão de Projetos,U8,20,Execução e Controle de Projetos,Aula 4: Encerramento e lições aprendidas ,Compreender e ser capaz de relatar eventos que ocorreram durante a execução do projeto.,Cooperar e valorizar a interconexão entre pessoas.,Conhecer instrumentos de registro das lições aprendidas ao final do projeto.,4. Lições aprendidas com o projeto
,Recomposição da Aprendizagem,,,,,,,,,,,,,,,
,3,P,"Análise e melhoria de processos; Capacidade para apoiar o Planejamento Estratégico de Produção que alinhe as metas de produção com os recursos disponíveis, buscando a eficiência operacional; Apoio na gestão da Cadeia de Suprimentos desde a aquisição de matérias-primas até a entrega do produto final, incluindo logística e distribuição; Habilidade em identificar, avaliar e mitigar riscos potenciais associados a operações e projetos, aplicando metodologias para prever incertezas e desenvolver estratégias de resposta.","Cooperação - Viver em harmonia com os outros e valorizar a interconexão entre todas as pessoas;
Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Tolerância ao estresse - Ter eficácia na modulação da ansiedade e capacidade de resolver problemas com calma;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo.",Gestão de Operações,C3,4,Gestão de Projetos,U8,21,Execução e Controle de Projetos,Aula 1:  Prática – Carta de Projeto,Elaborar relatório de resultados do projeto com base nas observações dos eventos realizados.,Apresentar senso crítico de análise.,Elaborar Carta de Projeto com base no escopo proposto.,1. Carta de Projeto
,3,P,"Análise e melhoria de processos; Capacidade para apoiar o Planejamento Estratégico de Produção que alinhe as metas de produção com os recursos disponíveis, buscando a eficiência operacional; Apoio na gestão da Cadeia de Suprimentos desde a aquisição de matérias-primas até a entrega do produto final, incluindo logística e distribuição; Habilidade em identificar, avaliar e mitigar riscos potenciais associados a operações e projetos, aplicando metodologias para prever incertezas e desenvolver estratégias de resposta.","Cooperação - Viver em harmonia com os outros e valorizar a interconexão entre todas as pessoas;
Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Tolerância ao estresse - Ter eficácia na modulação da ansiedade e capacidade de resolver problemas com calma;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo.",Gestão de Operações,C3,4,Gestão de Projetos,U8,21,Execução e Controle de Projetos,Aula 2: Prática – Sequenciamento com REDE PERT-CPM,Elaborar relatório de resultados do projeto com base nas observações dos eventos realizados.,Apresentar senso crítico de análise.,Elaborar Rede Pert-CPM para projeto proposto.,2. Sequenciamento de atividades
